Ticket #,Pay Station,Stall #,License Plate,Purchased Date,Expiry Date,Payment Type,Trans Type,Coupon Code,Excess Payment,Change Issued,Refund Ticket,Total Collections,Revenue,Rate Name,Location Name
773253130,"=""Honkmobile""",,"=""XGO75X""",04/10/2026 09:51:01 PDT,04/11/2026 00:00:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$8.00,$8.00,Third Party,Zone 1
773253350,"=""Honkmobile""",,"=""XR5121""",04/10/2026 09:51:11 PDT,04/11/2026 00:00:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$8.00,$8.00,Third Party,Zone 1
773254070,"=""Honkmobile""",,"=""SM205H""",04/10/2026 09:51:52 PDT,04/11/2026 00:00:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$8.00,$8.00,Third Party,Zone 1
773256020,"=""Honkmobile""",,"=""WL642B""",04/10/2026 09:53:19 PDT,04/10/2026 12:53:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$6.00,$6.00,Third Party,Zone 1
773256310,"=""Honkmobile""",,"=""A950AT""",04/10/2026 09:53:31 PDT,04/10/2026 12:08:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$4.50,$4.50,Third Party,Zone 10
773259860,"=""Honkmobile""",,"=""WN683N""",04/10/2026 09:56:17 PDT,04/11/2026 00:00:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$8.00,$8.00,Third Party,Zone 1
773260090,"=""Honkmobile""",,"=""PJ052V""",04/10/2026 09:56:29 PDT,04/11/2026 00:00:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$8.00,$8.00,Third Party,Zone 1
773260160,"=""Honkmobile""",,"=""XH770B""",04/10/2026 09:56:40 PDT,04/10/2026 10:11:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,Third Party,Zone 10
773262050,"=""Honkmobile""",,"=""RS9559""",04/10/2026 09:57:41 PDT,04/11/2026 00:00:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$8.00,$8.00,Third Party,Zone 1
773262540,"=""Honkmobile""",,"=""VY1652""",04/10/2026 09:58:22 PDT,04/11/2026 00:00:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$8.00,$8.00,Third Party,Zone 1
00039572,"=""UNC Mackay""",,"=""A047DX""",04/10/2026 09:59:09 PDT,04/10/2026 12:59:09 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$8.00,$8.00,Third Party,Zone 8
00039573,"=""UNC Mackay""",,"=""VE716D""",04/10/2026 10:00:28 PDT,04/10/2026 11:00:28 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$2.50,$2.50,Third Party,Zone 10
773267220,"=""Honkmobile""",,"=""SM529G""",04/10/2026 10:02:06 PDT,04/10/2026 13:02:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$8.00,$8.00,Third Party,Zone 8
773116690,"=""Honkmobile""",,"=""A826GB""",04/10/2026 10:04:01 PDT,04/10/2026 12:04:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$4.50,$4.50,Third Party,Zone 5
773253160,"=""Honkmobile""",,"=""NN988X""",04/10/2026 10:05:01 PDT,04/10/2026 12:05:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$4.50,$4.50,Third Party,Zone 5
773271200,"=""Honkmobile""",,"=""BLS1424""",04/10/2026 10:05:20 PDT,04/11/2026 00:00:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$8.00,$8.00,Third Party,Zone 1
773271820,"=""Honkmobile""",,"=""LF911R""",04/10/2026 10:06:21 PDT,04/10/2026 13:06:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$6.00,$6.00,Third Party,Zone 1
773274130,"=""Honkmobile""",,"=""TD910G""",04/10/2026 10:08:29 PDT,04/11/2026 00:00:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$8.00,$8.00,Third Party,Zone 1
773274700,"=""Honkmobile""",,"=""KRH007""",04/10/2026 10:09:10 PDT,04/10/2026 12:24:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$4.50,$4.50,Third Party,Zone 5
773260450,"=""Honkmobile""",,"=""XH770B""",04/10/2026 10:11:01 PDT,04/10/2026 12:11:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$4.50,$4.50,Third Party,Zone 10
773276770,"=""Honkmobile""",,"=""TR765B""",04/10/2026 10:11:02 PDT,04/10/2026 23:00:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,Third Party,Zone 1
773279270,"=""Honkmobile""",,"=""TR038A""",04/10/2026 10:13:25 PDT,04/10/2026 10:28:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,Third Party,Zone 10
773284020,"=""Honkmobile""",,"=""TR018A""",04/10/2026 10:15:04 PDT,04/11/2026 00:00:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$8.00,$8.00,Third Party,Zone 1
773281820,"=""Honkmobile""",,"=""TX799K""",04/10/2026 10:15:53 PDT,04/10/2026 12:30:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$4.50,$4.50,Third Party,Zone 10
00039574,"=""UNC Mackay""",,"=""A655GB""",04/10/2026 10:17:06 PDT,04/10/2026 12:17:06 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$4.50,$4.50,Third Party,Zone 10
773282880,"=""Honkmobile""",,"=""NS086W""",04/10/2026 10:17:48 PDT,04/10/2026 12:16:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$4.50,$4.50,Third Party,Zone 5
773284110,"=""Honkmobile""",,"=""A730HX""",04/10/2026 10:17:52 PDT,04/11/2026 00:00:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$8.00,$8.00,Third Party,Zone 1
773285840,"=""Honkmobile""",,"=""XW666W""",04/10/2026 10:19:48 PDT,04/10/2026 12:34:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$4.50,$4.50,Third Party,Zone 10
773287770,"=""Honkmobile""",,"=""PA3709""",04/10/2026 10:21:36 PDT,04/10/2026 11:21:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$2.50,$2.50,Third Party,Zone 10
773288380,"=""Honkmobile""",,"=""XV683R""",04/10/2026 10:22:05 PDT,04/11/2026 00:00:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$10.00,$10.00,Third Party,Zone 8
773289520,"=""Honkmobile""",,"=""LG971G""",04/10/2026 10:23:16 PDT,04/11/2026 00:00:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$8.00,$8.00,Third Party,Zone 1
773290600,"=""Honkmobile""",,"=""CDC7391""",04/10/2026 10:24:16 PDT,04/11/2026 00:00:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$8.00,$8.00,Third Party,Zone 1
00039575,"=""UNC Mackay""",,"=""XP399C""",04/10/2026 10:26:52 PDT,04/10/2026 12:26:52 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$4.50,$4.50,Third Party,Zone 5
00039576,"=""UNC Mackay""",,"=""NE720N""",04/10/2026 10:28:59 PDT,04/10/2026 11:28:59 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$2.50,$2.50,Third Party,Zone 10
773296750,"=""Honkmobile""",,"=""WN959F""",04/10/2026 10:29:54 PDT,04/11/2026 00:00:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$8.00,$8.00,Third Party,Zone 1
00039577,"=""UNC Mackay""",,"=""NW029F""",04/10/2026 10:29:57 PDT,04/10/2026 23:59:20 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$10.00,$10.00,Third Party,Zone 8
773145400,"=""Honkmobile""",,"=""TR973A""",04/10/2026 10:30:01 PDT,04/10/2026 12:30:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$4.50,$4.50,Third Party,Zone 5
773296960,"=""Honkmobile""",,"=""EH370B""",04/10/2026 10:30:20 PDT,04/11/2026 00:00:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$10.00,$10.00,Third Party,Zone 8
773297340,"=""Honkmobile""",,"=""XJ107A""",04/10/2026 10:30:41 PDT,04/10/2026 12:30:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$4.50,$4.50,Third Party,Zone 3
773297560,"=""Honkmobile""",,"=""VH228V""",04/10/2026 10:30:53 PDT,04/10/2026 10:45:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,Third Party,Zone 5
773145650,"=""Honkmobile""",,"=""XW559S""",04/10/2026 10:31:01 PDT,04/10/2026 12:31:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$4.50,$4.50,Third Party,Zone 10
773298940,"=""Honkmobile""",,"=""875VDC""",04/10/2026 10:32:03 PDT,04/11/2026 00:00:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$8.00,$8.00,Third Party,Zone 1
773299000,"=""Honkmobile""",,"=""KX985N""",04/10/2026 10:32:03 PDT,04/11/2026 00:00:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$8.00,$8.00,Third Party,Zone 1
773299960,"=""Honkmobile""",,"=""VT0722""",04/10/2026 10:33:02 PDT,04/10/2026 23:00:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,Third Party,Zone 7
773300290,"=""Honkmobile""",,"=""CBM2101""",04/10/2026 10:33:24 PDT,04/10/2026 10:48:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,Third Party,Zone 5
773300700,"=""Honkmobile""",,"=""LGK287""",04/10/2026 10:33:40 PDT,04/11/2026 00:00:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$8.00,$8.00,Third Party,Zone 1
773300840,"=""Honkmobile""",,"=""PN560H""",04/10/2026 10:33:48 PDT,04/11/2026 00:00:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$8.00,$8.00,Third Party,Zone 1
53962247,"=""OffStreet""",,"=""LFV408""",04/10/2026 10:35:00 PDT,04/10/2026 23:59:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,OFFSTREET-GR,Zone 6
53962268,"=""OffStreet""",,"=""LFV408""",04/10/2026 10:35:00 PDT,04/10/2026 23:59:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,OFFSTREET-GR,Zone 8
53962253,"=""OffStreet""",,"=""LFV408""",04/10/2026 10:35:00 PDT,04/10/2026 23:59:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,OFFSTREET-GR,Zone 1
53962271,"=""OffStreet""",,"=""LFV408""",04/10/2026 10:35:00 PDT,04/10/2026 23:59:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,OFFSTREET-GR,Zone 12
53962265,"=""OffStreet""",,"=""LFV408""",04/10/2026 10:35:00 PDT,04/10/2026 23:59:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,OFFSTREET-GR,Zone 9
53962259,"=""OffStreet""",,"=""LFV408""",04/10/2026 10:35:00 PDT,04/10/2026 23:59:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,OFFSTREET-GR,Zone 7
53962255,"=""OffStreet""",,"=""LFV408""",04/10/2026 10:35:00 PDT,04/10/2026 23:59:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,OFFSTREET-GR,Zone 11
53962250,"=""OffStreet""",,"=""LFV408""",04/10/2026 10:35:00 PDT,04/10/2026 23:59:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,OFFSTREET-GR,Zone 4
53962262,"=""OffStreet""",,"=""LFV408""",04/10/2026 10:35:00 PDT,04/10/2026 23:59:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,OFFSTREET-GR,Zone 2
00039578,"=""UNC Mackay""",,"=""XT715C""",04/10/2026 10:35:12 PDT,04/10/2026 13:35:12 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$6.00,$6.00,Third Party,Zone 1
773304360,"=""Honkmobile""",,"=""PV3235""",04/10/2026 10:37:10 PDT,04/10/2026 12:52:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$4.50,$4.50,Third Party,Zone 10
773306040,"=""Honkmobile""",,"=""CHW5303""",04/10/2026 10:38:42 PDT,04/10/2026 11:23:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$1.50,$1.50,Third Party,Zone 5
773308420,"=""Honkmobile""",,"=""LC180M""",04/10/2026 10:40:57 PDT,04/11/2026 00:00:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$8.00,$8.00,Third Party,Zone 1
773311670,"=""Honkmobile""",,"=""PN197P""",04/10/2026 10:44:13 PDT,04/10/2026 12:59:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$4.50,$4.50,Third Party,Zone 5
773311990,"=""Honkmobile""",,"=""CLS6447""",04/10/2026 10:44:29 PDT,04/11/2026 00:00:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$8.00,$8.00,Third Party,Zone 1
773297480,"=""Honkmobile""",,"=""WV020M""",04/10/2026 10:45:01 PDT,04/10/2026 12:45:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$4.50,$4.50,Third Party,Zone 3
773312670,"=""Honkmobile""",,"=""A599GB""",04/10/2026 10:45:12 PDT,04/10/2026 13:00:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$4.50,$4.50,Third Party,Zone 10
773313740,"=""Honkmobile""",,"=""MD8953""",04/10/2026 10:45:50 PDT,04/11/2026 00:00:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$8.00,$8.00,Third Party,Zone 1
773311920,"=""Honkmobile""",,"=""SP961S""",04/10/2026 10:46:00 PDT,04/11/2026 00:00:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$8.00,$8.00,Third Party,Zone 1
00039579,"=""UNC Mackay""",,"=""RT874W""",04/10/2026 10:46:32 PDT,04/10/2026 23:59:22 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$8.00,$8.00,Third Party,Zone 1
00039580,"=""UNC Mackay""",,"=""S771AS""",04/10/2026 10:47:51 PDT,04/10/2026 23:59:13 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$8.00,$8.00,Third Party,Zone 1
53964556,"=""OffStreet""",,"=""XK855X""",04/10/2026 10:49:00 PDT,04/10/2026 23:59:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,OFFSTREET-GR,Zone 8
53964550,"=""OffStreet""",,"=""XK855X""",04/10/2026 10:49:00 PDT,04/10/2026 23:59:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,OFFSTREET-GR,Zone 2
53964541,"=""OffStreet""",,"=""XK855X""",04/10/2026 10:49:00 PDT,04/10/2026 23:59:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,OFFSTREET-GR,Zone 1
53964548,"=""OffStreet""",,"=""XK855X""",04/10/2026 10:49:00 PDT,04/10/2026 23:59:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,OFFSTREET-GR,Zone 7
53964536,"=""OffStreet""",,"=""XK855X""",04/10/2026 10:49:00 PDT,04/10/2026 23:59:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,OFFSTREET-GR,Zone 4
53964559,"=""OffStreet""",,"=""XK855X""",04/10/2026 10:49:00 PDT,04/10/2026 23:59:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,OFFSTREET-GR,Zone 12
53964542,"=""OffStreet""",,"=""XK855X""",04/10/2026 10:49:00 PDT,04/10/2026 23:59:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,OFFSTREET-GR,Zone 11
53964553,"=""OffStreet""",,"=""XK855X""",04/10/2026 10:49:00 PDT,04/10/2026 23:59:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,OFFSTREET-GR,Zone 9
53964535,"=""OffStreet""",,"=""XK855X""",04/10/2026 10:49:00 PDT,04/10/2026 23:59:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,OFFSTREET-GR,Zone 6
773317970,"=""Honkmobile""",,"=""RV103P""",04/10/2026 10:49:36 PDT,04/10/2026 13:49:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$6.00,$6.00,Third Party,Zone 1
773318100,"=""Honkmobile""",,"=""XN673W""",04/10/2026 10:49:43 PDT,04/10/2026 13:04:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$4.50,$4.50,Third Party,Zone 3
773319260,"=""Honkmobile""",,"=""XP745C""",04/10/2026 10:50:52 PDT,04/10/2026 13:05:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$4.50,$4.50,Third Party,Zone 5
773320550,"=""Honkmobile""",,"=""A758HY""",04/10/2026 10:52:03 PDT,04/10/2026 13:07:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$4.50,$4.50,Third Party,Zone 5
00039581,"=""UNC Mackay""",,"=""VX310G""",04/10/2026 10:52:40 PDT,04/10/2026 23:59:14 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$8.00,$8.00,Third Party,Zone 1
00039582,"=""UNC Mackay""",,"=""MG910S""",04/10/2026 10:53:09 PDT,04/10/2026 23:59:10 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$8.00,$8.00,Third Party,Zone 1
00039583,"=""UNC Mackay""",,"=""TJ733E""",04/10/2026 10:53:46 PDT,04/10/2026 23:59:16 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$8.00,$8.00,Third Party,Zone 1
773323220,"=""Honkmobile""",,"=""LJ928T""",04/10/2026 10:54:38 PDT,04/10/2026 13:09:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$4.50,$4.50,Third Party,Zone 10
773323590,"=""Honkmobile""",,"=""G89140""",04/10/2026 10:54:59 PDT,04/10/2026 13:09:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$4.50,$4.50,Third Party,Zone 5
773325030,"=""Honkmobile""",,"=""WW8634""",04/10/2026 10:56:14 PDT,04/10/2026 13:56:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$6.00,$6.00,Third Party,Zone 1
773325450,"=""Honkmobile""",,"=""XP639B""",04/10/2026 10:56:33 PDT,04/10/2026 12:11:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$2.50,$2.50,Third Party,Zone 10
773326510,"=""Honkmobile""",,"=""JT806F""",04/10/2026 10:57:26 PDT,04/11/2026 00:00:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$8.00,$8.00,Third Party,Zone 1
773327110,"=""Honkmobile""",,"=""TT824R""",04/10/2026 10:58:08 PDT,04/10/2026 13:13:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$4.50,$4.50,Third Party,Zone 5
773327250,"=""Honkmobile""",,"=""RS831G""",04/10/2026 10:58:13 PDT,04/10/2026 13:13:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$4.50,$4.50,Third Party,Zone 3
773328200,"=""Honkmobile""",,"=""A356GF""",04/10/2026 10:59:04 PDT,04/11/2026 00:00:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$8.00,$8.00,Third Party,Zone 1
773330390,"=""Honkmobile""",,"=""LR070M""",04/10/2026 11:01:08 PDT,04/11/2026 00:00:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$10.00,$10.00,Third Party,Zone 8
00039584,"=""UNC Mackay""",,"=""RE618A""",04/10/2026 11:03:08 PDT,04/10/2026 13:03:08 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$4.50,$4.50,Third Party,Zone 5
773333830,"=""Honkmobile""",,"=""KA819P""",04/10/2026 11:04:25 PDT,04/10/2026 13:19:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$4.50,$4.50,Third Party,Zone 5
773335430,"=""Honkmobile""",,"=""665NCE""",04/10/2026 11:05:56 PDT,04/10/2026 13:20:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$4.50,$4.50,Third Party,Zone 10
00039585,"=""UNC Mackay""",,"=""919RRJ""",04/10/2026 11:06:14 PDT,04/10/2026 12:06:14 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$2.50,$2.50,Third Party,Zone 10
773336450,"=""Honkmobile""",,"=""VK069P""",04/10/2026 11:06:59 PDT,04/10/2026 11:21:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,Third Party,Zone 5
53968368,"=""OffStreet""",,"=""LFV408""",04/10/2026 11:07:00 PDT,04/10/2026 23:59:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,OFFSTREET-GR,Zone 6
53968393,"=""OffStreet""",,"=""LFV408""",04/10/2026 11:07:00 PDT,04/10/2026 23:59:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,OFFSTREET-GR,Zone 12
53968382,"=""OffStreet""",,"=""LFV408""",04/10/2026 11:07:00 PDT,04/10/2026 23:59:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,OFFSTREET-GR,Zone 2
53968373,"=""OffStreet""",,"=""LFV408""",04/10/2026 11:07:00 PDT,04/10/2026 23:59:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,OFFSTREET-GR,Zone 1
53968370,"=""OffStreet""",,"=""LFV408""",04/10/2026 11:07:00 PDT,04/10/2026 23:59:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,OFFSTREET-GR,Zone 4
53968375,"=""OffStreet""",,"=""LFV408""",04/10/2026 11:07:00 PDT,04/10/2026 23:59:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,OFFSTREET-GR,Zone 11
53968387,"=""OffStreet""",,"=""LFV408""",04/10/2026 11:07:00 PDT,04/10/2026 23:59:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,OFFSTREET-GR,Zone 9
53968379,"=""OffStreet""",,"=""LFV408""",04/10/2026 11:07:00 PDT,04/10/2026 23:59:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,OFFSTREET-GR,Zone 7
53968389,"=""OffStreet""",,"=""LFV408""",04/10/2026 11:07:00 PDT,04/10/2026 23:59:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,OFFSTREET-GR,Zone 8
773336780,"=""Honkmobile""",,"=""RP877L""",04/10/2026 11:07:14 PDT,04/11/2026 00:00:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$8.00,$8.00,Third Party,Zone 1
53968944,"=""OffStreet""",,"=""XF911X""",04/10/2026 11:10:00 PDT,04/10/2026 23:59:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,OFFSTREET-GR,Zone 6
53968965,"=""OffStreet""",,"=""XF911X""",04/10/2026 11:10:00 PDT,04/10/2026 23:59:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,OFFSTREET-GR,Zone 8
53968953,"=""OffStreet""",,"=""XF911X""",04/10/2026 11:10:00 PDT,04/10/2026 23:59:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,OFFSTREET-GR,Zone 11
53968947,"=""OffStreet""",,"=""XF911X""",04/10/2026 11:10:00 PDT,04/10/2026 23:59:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,OFFSTREET-GR,Zone 4
53968958,"=""OffStreet""",,"=""XF911X""",04/10/2026 11:10:00 PDT,04/10/2026 23:59:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,OFFSTREET-GR,Zone 2
53968968,"=""OffStreet""",,"=""XF911X""",04/10/2026 11:10:00 PDT,04/10/2026 23:59:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,OFFSTREET-GR,Zone 12
53968950,"=""OffStreet""",,"=""XF911X""",04/10/2026 11:10:00 PDT,04/10/2026 23:59:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,OFFSTREET-GR,Zone 1
53968962,"=""OffStreet""",,"=""XF911X""",04/10/2026 11:10:00 PDT,04/10/2026 23:59:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,OFFSTREET-GR,Zone 9
53968956,"=""OffStreet""",,"=""XF911X""",04/10/2026 11:10:00 PDT,04/10/2026 23:59:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,OFFSTREET-GR,Zone 7
00039586,"=""UNC Mackay""",,"=""JW3295""",04/10/2026 11:10:39 PDT,04/10/2026 13:10:39 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$4.50,$4.50,Third Party,Zone 10
773340440,"=""Honkmobile""",,"=""VF676K""",04/10/2026 11:10:57 PDT,04/10/2026 12:10:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$2.50,$2.50,Third Party,Zone 3
773341910,"=""Honkmobile""",,"=""TH035X""",04/10/2026 11:12:45 PDT,04/10/2026 13:27:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$4.50,$4.50,Third Party,Zone 3
773341950,"=""Honkmobile""",,"=""A981DR""",04/10/2026 11:12:48 PDT,04/10/2026 12:27:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$2.50,$2.50,Third Party,Zone 10
773342960,"=""Honkmobile""",,"=""A054JA""",04/10/2026 11:13:46 PDT,04/10/2026 11:28:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,Third Party,Zone 5
00039587,"=""UNC Mackay""",,"=""RN4844""",04/10/2026 11:15:23 PDT,04/10/2026 11:30:23 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,Third Party,Zone 10
773345130,"=""Honkmobile""",,"=""XJ013L""",04/10/2026 11:15:36 PDT,04/10/2026 13:30:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$4.50,$4.50,Third Party,Zone 5
773345230,"=""Honkmobile""",,"=""PJ348K""",04/10/2026 11:15:41 PDT,04/11/2026 00:00:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$8.00,$8.00,Third Party,Zone 1
773337730,"=""Honkmobile""",,"=""VT159L""",04/10/2026 11:16:01 PDT,04/10/2026 13:16:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$4.50,$4.50,Third Party,Zone 5
